Genome	CC11.12F1a	CB15.01F1a	CB20.18F1a	CB16.16F1a	CA22.01F1a	CA10.16F1a	CC09.13F1a	CA15.06F1a	CC16.14F1a	CB17.05F1a	CB21.11F1a	CC01.01F1a	CB11.07F1a	CC24.08F1a	CA06.17F1a	CB23.10F1a	CC24.17F1a	CA03.07F1a	CC21.03F1a	CC21.18F1a	CC12.04F1a	CA19.06F1a	CA20.16F1a	CB17.08F1a	CC23.01F1a	CA16.07F1a	CA22.11F1a	CB08.04F1a	CB11.15F1a	CC02.17F1a	CC22.08F1a	CB21.07F1a	CA06.11F1a	CC01.12F1a	CC12.14F1a	CC22.11F1a	CC17.07F1a	CA11.07F1a	CC13.04F1a	CA02.17F1a	CA06.18F1a	CA14.17F1a	CB23.02F1a	CC18.05F1a	CC16.10F1a	CA17.12F1a	CC21.08F1a	CB22.15F1a	CB02.03F1a	CB09.02F1a	CA05.18F1a	CB05.06F1a	CB19.12F1a	CA04.10F1a	CC07.11F1a	CC08.18F1a	CA01.15F1a	CA13.03F1a	CA20.10F1a	CB06.02F1a	CA14.15F1a	CC12.01F1a	CC20.10F1a	CA10.14F1a	CC08.02F1a	CA24.16F1a	CB24.03F1a	CB07.16F1a	CB13.11F1a	CC19.08F1a	CA01.11F1a	CC12.08F1a	CA11.02F1a	CC02.07F1a	CC13.05F1a	CA11.18F1a	CC03.06F1a	CB16.07F1a	CB17.02F1a	CA05.08F1a	CA02.15F1a	CA07.07F1a	CC03.09F1a	CB10.04F1a	CA22.15F1a	CB01.11F1a	CC02.12F1a	CA04.13F1a	CB04.08F1a	CA19.14F1a	CA24.17F1a	CC06.09F1a	CC20.15F1a	CB08.12F1a	CB10.17F1a	CC09.14F1a	CB24.15F1a	CA15.13F1a	CB10.15F1a	CB04.07F1a	CC17.15F1a	CB04.17F1a	CA08.08F1a	CC03.11F1a	CA21.09F1a	CC13.01F1a	CC17.08F1a	CB10.16F1a	CB16.12F1a	CB11.18F1a	CB17.07F1a	CA15.03F1a	CA05.17F1a	CA15.15F1a	CB20.02F1a	CB20.15F1a	CA21.17F1a	CB07.10F1a	CB24.14F1a	CC07.13F1a	CA08.06F1a	CC10.08F1a	CA16.05F1a	CB19.11F1a	CB08.14F1a	CB06.17F1a	CC09.10F1a	CA04.16F1a	CB21.08F1a	CA14.09F1a	CC16.13F1a	CB12.14F1a	CC21.10F1a	CA02.08F1a	CA17.03F1a	CC24.07F1a	CA14.02F1a	CA08.03F1a	CC20.14F1a	CC01.10F1a	CA17.15F1a	CC20.07F1a	CC15.16F1a	CB02.14F1a	CB18.17F1a	CB15.07F1a	CA14.05F1a	CA11.06F1a	CA11.01F1a	CC11.10F1a	CA24.13F1a	CC20.02F1a	CB21.03F1a	CB19.09F1a	CB12.17F1a	CA08.09F1a	CC09.01F1a	CA05.12F1a	CB03.13F1a	CA02.04F1a	CC11.06F1a	CA06.07F1a	CC23.09F1a	CA08.16F1a	CA12.13F1a	CC10.14F1a	CB12.03F1a	CA01.01F1a	CA07.14F1a	CC16.08F1a	CB05.09F1a	CA14.13F1a	CB13.17F1a	CA18.01F1a	CC10.10F1a	CB17.12F1a	CA19.15F1a	CA16.12F1a	CB06.13F1a	CA03.10F1a	CC12.16F1a	CB15.12F1a	CB12.12F1a	CB02.18F1a	CA02.11F1a	CA01.10F1a	CB04.03F1a	CC08.10F1a	CB03.05F1a	CA16.16F1a	CB03.16F1a	CC07.10F1a	CB07.06F1a	CC19.17F1a	CC16.06F1a	CA03.14F1a	CC14.03F1a	CC07.14F1a	CC22.17F1a	CC09.09F1a	CC23.17F1a	CC07.04F1a	CB11.08F1a	CA10.12F1a	CC24.05F1a	CC24.18F1a	CA18.08F1a	CB05.01F1a	CC02.04F1a	CC21.16F1a	CA06.15F1a	CC11.14F1a	CA03.04F1a	CA11.17F1a	CC10.17F1a	CC01.06F1a	CA08.18F1a	CA23.01F1a	CC04.03F1a	CC16.05F1a	CC19.13F1a	CC07.09F1a	CA24.12F1a	CA14.07F1a	CC06.13F1a	CA14.03F1a	CC01.05F1a	CA13.13F1a	CB24.11F1a	CC14.01F1a	CC03.04F1a	CC06.17F1a	CA07.09F1a	CB02.12F1a	CB18.15F1a	CB13.01F1a	CC13.17F1a	CA12.11F1a	CC10.05F1a	CC03.15F1a	CB08.03F1a	CC23.13F1a	CC05.06F1a	CC14.02F1a	CA07.11F1a	CB04.06F1a	CB15.17F1a	CC02.16F1a	CC09.06F1a	CA13.06F1a	CB09.14F1a	CB12.18F1a	CA19.11F1a	CB11.03F1a	CC12.10F1a	CC06.05F1a	CC04.09F1a	CB03.03F1a	CC04.08F1a	CB11.04F1a	CC02.09F1a	CC22.10F1a	CA21.15F1a	CC05.10F1a	CB18.03F1a	CA13.04F1a	CC09.04F1a	CC20.12F1a	CC18.06F1a	CB14.17F1a	CB17.18F1a	CA16.13F1a	CA04.14F1a	CA11.16F1a	CA09.05F1a	CA23.14F1a	CA14.06F1a	CA08.12F1a	CB18.04F1a	CC02.05F1a	CC16.16F1a	CA19.13F1a	CC16.07F1a	CB20.17F1a	CA01.06F1a	CA09.12F1a	CC01.16F1a	CB09.12F1a	CA10.15F1a	CB11.11F1a	CC16.01F1a	CB07.12F1a	CC13.09F1a	CB10.05F1a	CA24.05F1a	CB03.12F1a	CC20.05F1a	CA23.02F1a	CA04.12F1a	CC24.03F1a	CB14.02F1a	CA06.13F1a	CB12.06F1a	CA17.02F1a	CB19.07F1a	CC15.02F1a	CC23.04F1a	CB13.05F1a	CC14.10F1a	CA07.02F1a	CA11.08F1a	CC04.13F1a	CA02.18F1a	CB23.05F1a	CC05.01F1a	CC14.09F1a	CC12.06F1a	CB12.15F1a	CC09.18F1a	CA22.12F1a	CA21.11F1a	CA21.12F1a	CC22.04F1a	CA07.13F1a	CB14.13F1a	CB07.07F1a	CC08.17F1a	CB01.15F1a	CA09.08F1a	CA23.16F1a	CA09.07F1a	CA04.04F1a	CC08.12F1a	CA17.06F1a	CC11.11F1a	CA13.16F1a	CA10.11F1a	CC02.06F1a	CB13.18F1a	CC04.10F1a	CA22.05F1a	CB19.15F1a	CA24.10F1a	CA21.02F1a	CC08.05F1a	CC13.10F1a	CA22.09F1a	CB22.03F1a	CC07.07F1a	CA22.18F1a	CB09.13F1a	CB01.17F1a	CB05.02F1a	CB06.07F1a	CC01.07F1a	CB08.16F1a	CA10.10F1a	CA20.12F1a	CC12.11F1a	CC05.02F1a	CA02.14F1a	CC14.08F1a	CB05.17F1a	CB24.05F1a	CC21.06F1a	CC04.06F1a	CB07.18F1a	CA13.07F1a	CC18.12F1a	CB05.15F1a	CB21.16F1a	CA01.03F1a	CB06.06F1a	CC17.10F1a	CA15.17F1a	CB07.09F1a	CC23.12F1a	CC15.08F1a	CA18.09F1a	CB18.08F1a	CC20.13F1a	CC08.01F1a	CC14.12F1a	CB05.14F1a	CC10.16F1a	CC18.03F1a	CA19.10F1a	CA06.02F1a	CC17.16F1a	CC18.17F1a	CC07.06F1a	CB20.03F1a	CA19.17F1a	CA06.01F1a	CC04.17F1a	CB10.09F1a	CA18.13F1a	CC11.07F1a	CC15.05F1a	CC24.01F1a	CA12.05F1a	CB05.03F1a	CC23.02F1a	CA17.14F1a	CC10.18F1a	CC05.12F1a	CA18.11F1a	CC08.11F1a	CB24.17F1a	CC01.13F1a	CC15.07F1a	CC09.12F1a	CA12.15F1a	CB16.06F1a	CA16.02F1a	CC13.13F1a	CA20.01F1a	CA22.16F1a	CB15.14F1a	CC21.07F1a	CB08.07F1a	CB01.18F1a	CB10.12F1a	CC14.17F1a	CA01.09F1a	CC11.18F1a	CA01.16F1a	CA23.15F1a	CB07.04F1a	CA10.06F1a	CB14.03F1a	CA15.10F1a	CB14.12F1a	CC05.15F1a	CB03.08F1a	CB18.14F1a	CA20.13F1a	CA04.01F1a	CC14.15F1a	CA23.10F1a	CC03.07F1a	CB04.09F1a	CA15.01F1a	CA13.08F1a	CA05.05F1a	CB11.14F1a	CC16.11F1a	CB14.10F1a	CB18.09F1a	CC17.05F1a	CC17.13F1a	CC14.14F1a	CB22.10F1a	CA03.16F1a	CC11.15F1a	CC03.14F1a	CB02.15F1a	CC01.17F1a	CB22.08F1a	CA08.13F1a	CC05.07F1a	CC10.11F1a	CC17.06F1a	CB03.17F1a	CA06.05F1a	CC11.04F1a	CA20.05F1a	CC10.06F1a	CB03.02F1a	CC12.17F1a	CC18.07F1a	CC07.02F1a	CA05.06F1a	CC05.03F1a	CA23.08F1a	CC04.12F1a	CC23.07F1a	CA14.11F1a	CA16.18F1a	CB23.12F1a	CA24.09F1a	CA16.09F1a	CA10.04F1a	CC22.15F1a	CC14.05F1a	CB23.17F1a	CC18.10F1a	CC19.14F1a	CB17.03F1a	CB14.07F1a	CA21.10F1a	CA06.09F1a	CA08.01F1a	CA18.04F1a	CA24.02F1a	CC05.16F1a	CA21.05F1a	CB22.16F1a	CC14.16F1a	CC24.14F1a	CA13.01F1a	CC19.16F1a	CB17.14F1a	CB21.18F1a	CC01.11F1a	CB20.10F1a	CC22.18F1a	CC01.18F1a	CC17.03F1a	CA12.01F1a	CC19.02F1a	CB08.08F1a	CB19.14F1a	CB03.14F1a	CC17.01F1a	CB15.04F1a	CA19.02F1a	CB13.12F1a	CA07.04F1a	CC21.15F1a	CA11.14F1a	CB07.14F1a	CB21.13F1a	CB03.11F1a	CC16.03F1a	CA18.06F1a	CC12.02F1a	CC22.06F1a	CB09.18F1a	CC15.11F1a	CC17.12F1a	CB23.14F1a	CC17.11F1a	CB01.09F1a	CA18.15F1a	CC13.14F1a	CA04.03F1a	CA02.01F1a	CA03.17F1a	CA09.13F1a	CA24.01F1a	CB20.06F1a	CC01.09F1a	CC07.05F1a	CC03.02F1a	CB13.14F1a	CA19.01F1a	CB12.09F1a	CC23.15F1a	CC12.13F1a	CA17.09F1a	CB18.10F1a	CB19.04F1a	CA09.01F1a	CB20.09F1a	CA11.12F1a	CC18.11F1a	CA18.16F1a	CC21.05F1a	CA23.04F1a	CB20.07F1a	CC06.08F1a	CB23.18F1a	CB06.16F1a	CB16.03F1a	CA23.11F1a	CB04.15F1a	CA20.14F1a	CA01.18F1a	CC19.09F1a	CC09.16F1a	CC22.01F1a	CA12.09F1a	CC13.07F1a	CA21.01F1a	CA16.04F1a	CA02.12F1a	CB08.02F1a	CA21.14F1a	CC08.06F1a	CB07.01F1a	CB19.03F1a	CC20.06F1a	CB02.09F1a	CC12.09F1a	CC19.05F1a	CC02.10F1a	CA19.18F1a	CC11.02F1a	CA15.12F1a	CB16.02F1a	CA20.09F1a	CA09.18F1a	CB10.18F1a	CB22.07F1a	CC19.18F1a	CB01.05F1a	CC10.03F1a	CA09.06F1a	CA03.01F1a	CB13.04F1a	CB16.11F1a	CB16.17F1a	CA21.03F1a	CA01.07F1a	CC13.11F1a	CB20.13F1a	CB22.18F1a	CC05.14F1a	CA10.03F1a	CB08.17F1a	CA20.08F1a	CC06.02F1a	CB10.01F1a	CA12.03F1a	CA17.07F1a	CC03.13F1a	CC19.03F1a	CB09.10F1a	CA05.03F1a	CA03.03F1a	CC24.12F1a	CA04.09F1a	CB04.18F1a	CC02.15F1a	CB15.02F1a	CC07.16F1a
ERR4836036_bin.3	339284	1731	161303	9867	6033	49576	8435	1122	752995	443	14165	443	238	1244	13137	21365	119826	12668	1221	570851	29290	4813	385052	569192	1848	11805	9278	12157	102167	12443	368563	409091	102218	16207	9383	238337	15988	841013	6618	40021	16772	135826	766	2655	883411	14022	8950	989368	9514	11036	16960	7845	255	1462	143005	226468	16108	149	34428	8596	5802	2831	30053	6873	21202	211378	104	48292	21976	11387	6628	8814	3385	20588	440	800497	4847	13293	1533	156082	963729	466247	362	920	609043	10716	261479	24667	6120	602602	14193	7889	350589	3792	1049056	128859	1012924	6858	143867	11606	734836	463297	652426	630893	19393	1187	1126	179202	5400	14882	12464	115	14507	0	31603	905919	874462	19238	5280	546399	7392	549	178563	922764	397	562842	92922	47257	9256	659614	69091	469362	43504	12382	7801	7849	10803	28227	580318	355	720219	244056	9154	335821	58844	11607	2517	23330	16356	4894	17156	26691	7354	957	0	564102	246	11916	9831	87411	470	11096	17695	251789	628758	134025	450	0	419076	26781	16833	659187	20998	9776	46085	3770	476074	15258	7119	0	52472	4479	12453	136908	131562	4446	3022	275812	116	3966	22877	429891	363	478459	8505	324815	957	753478	339439	46678	804815	25684	9511	23521	2208	7097	39573	101	631	365219	18705	7898	2371	5113	313648	7287	397945	19315	0	20018	30986	497605	10082	3234	31081	49653	584	76156	16093	102	0	760044	829509	106	407350	984	254575	474431	609	18438	0	266269	2555	3948	2031	11900	9980	18011	1807	61568	16282	35399	19725	11179	14459	866	178868	254	22610	11031	106	2878	15742	20158	11902	39521	802	8322	13969	610018	401874	45415	19518	991461	1350	349345	609862	21969	266	2974	880578	183525	40092	298479	13553	803967	452334	16678	7052	17130	7052	1649	9533	1314	6959	31156	1104	1365	836689	41965	19639	70647	13222	1419	1562	9298	0	16677	9498	2895	5875	17922	497056	10444	4726	955463	11022	275342	233598	813389	10597	10099	2870	746968	458582	1537	5950	6021	4528	23448	126041	1591	17844	485413	28573	858716	6773	230	13129	16171	13794	205251	21860	21199	0	21936	15637	17668	19892	917283	90038	22100	12171	7389	17487	9523	777138	273600	17653	6192	94710	11920	27614	0	375	1140	12685	11211	40127	961769	279011	5761	9038	18212	960279	6042	2434	373433	1817	19893	318879	26017	2046	22049	81646	0	506273	7058	96029	167621	58852	508	262738	253	50660	17307	8022	651	1000	13894	1133	6925	79447	620344	139222	24436	10754	841766	17784	526613	16697	771661	700696	6307	38245	6631	8862	4597	17023	28356	1216	17009	6273	5746	11008	706351	344315	11576	10755	0	2002	171264	16969	12874	4006	956661	391663	24105	6172	889540	39296	6134	3701	64291	4599	39478	30458	58667	11492	25024	52316	8080	424565	333189	897813	1754	315173	54361	20907	581202	86299	3172	3052	6034	1793	76437	1858	3079	0	10238	37846	590	6219	678	21057	132260	5456	185809	447272	959165	6287	15333	209972	157489	0	1932	234785	38338	100	8039	16197	23408	669	34833	2755	822953	47462	17435	5068	202908	11312	73473	2066	697944	61717	11312	16080	13166	20000	860	1569	15078	273640	31916	292	600	5727	6036	567	35313	12133	48665	168810	8179	464	11519	112	7935	1255	15615	18577	100774	15269	10974	85775	66726	197913	111	0	32799	0	4788	3919	1951	108	97452	43473	20431	18097	7002	544	10635	9638	61288	2537	513257	6971	5499	924	9272	21039	21101	16597	97455	0	712474	33432	709556	84423	4162	262899	105	587854	18677	0	5291	1991	0	434924	12872	959	0	0	9418	15103	13127	12447	6362	1596	2978	1406	6041	757613	261237	2772	551473	11171	524	270	1592	16270	6473	590736	85691	8509	51304	931760	791614	447206	82659	224	19532	4141	10207	496	472	5731	11201	5811	47794	23712	407419	1386	667442	1635	1215	22050
ERR4836942_bin.19	1684152	157003	74236	299662	21711	1304291	55958	54151	867590	45895	1679015	17286	68055	68993	835393	305905	43092	371348	20218	36085	1583941	870187	1545416	1679812	419292	1498686	42492	1678039	1184367	85310	120970	65323	1534046	1670566	144498	240516	1666991	1522345	158809	398629	1243759	208082	32170	54138	1689869	245442	1557014	474838	1562343	1591395	195433	1444022	109364	64817	33545	163915	1475368	6448	50900	198492	12995	49637	129459	120994	1571587	1683027	34350	1675648	1680420	859270	163823	921718	91192	1657266	43077	552645	410968	64576	11116	754214	117952	123021	25097	44941	833190	722581	51402	1666690	203354	1538970	1591949	1271003	27335	49701	1683964	39933	125985	62528	1483935	1650877	49203	148019	514090	35076	483117	31764	53552	1679113	69890	1677193	1678692	37725	686933	33172	1545284	57432	1571930	1681594	122081	59635	1544213	51706	304488	1655333	31585	1094498	201059	45881	1439720	1630831	151856	1582027	1588701	1528238	154918	438581	1387960	72559	234365	46028	51198	1627843	970133	1168335	461533	1680516	365947	699563	1162124	755010	1550922	71010	45813	49487	0	1679326	18470	1377832	331656	1421032	68381	1516074	1656377	1553019	138154	397682	160841	13932	54198	1691523	293508	926325	1679361	301610	1681035	49491	747337	252003	85973	129	421196	80979	1443343	1611068	837763	591911	35860	432177	8115	78985	145382	34357	45733	935954	49491	1535904	86542	1172263	46290	117788	623818	63098	1225911	952190	610508	40300	51371	5454	47785	64610	1531822	349338	69767	82714	117062	55390	838751	1560014	21085	752953	67683	118071	112884	40391	99495	1494913	77114	607261	1674583	19945	88740	67236	1541719	32779	579855	36625	50446	743069	132228	51612	58798	1567699	581365	16186	38747	1679142	1199076	97684	9092	43720	135644	99381	1526937	1679496	500914	13536	1515346	40405	275669	1623569	25661	146132	1544315	1691446	1564849	1101471	161424	368186	58074	1674568	1372846	1156161	1678913	1453472	619012	1551055	120366	47355	4587	425934	103150	90379	1658977	182797	1531568	152036	118248	1678976	70060	1677854	58852	198787	1135421	28255	1545313	185015	397196	57425	225571	580101	213700	126131	1679221	40559	73578	1614441	33051	1677246	473655	77864	20414	243709	70979	1334437	59437	1679294	1612433	1589930	45075	970181	685868	311134	511824	53787	549561	99530	14734	181491	156442	170339	1455395	185734	1542236	87476	1340031	83360	64532	36375	1454173	1690797	28877	61707	1551027	63960	42016	1678594	207613	1678043	468214	1635091	1527452	1679503	1664056	105376	1680941	58282	1516955	1552084	1615452	18060	96332	1678321	1670256	32103	35916	21195	951328	1327648	1678359	1583453	340674	288121	1538491	1676496	318940	88038	40030	1679441	69338	1602261	104918	871864	34600	1525824	228490	25810	1447004	1528872	82948	144493	486690	168872	1002308	57398	55556	1284129	970427	59671	36034	1598824	119690	1499064	1158946	1473299	47547	1118954	1540712	1683131	1678788	310506	1679072	224690	1548767	293576	254384	100365	191649	116508	479752	1553927	134504	1680945	1093223	50487	578289	55225	84125	1554611	1471349	118	511179	744579	1679061	27358	49065	335270	1548938	24840	85422	1550859	419308	440516	563999	79527	1284034	1428612	1408832	1679617	982338	1679020	240014	165479	208341	1462137	61221	34966	268772	96003	607001	165377	557122	43586	712962	48330	97871	1323949	53314	769638	2433	1225002	1631648	45701	1243930	34149	1548051	1450028	952130	45391	1283431	76440	406610	73770	1543040	61889	964	82873	1113673	635718	45969	35245	156392	1666185	109682	114789	780400	802029	706920	523592	54820	34934	1678689	43301	27166	100631	670779	301619	28154	80518	358106	94465	368684	1679006	39091	528264	41929	27792	960366	25520	36453	337889	73504	1672243	534287	1187839	19192	442235	29478	1277660	43307	243589	1679093	771717	1679008	1228299	348813	785327	384955	13874	489	136452	70131	1039050	756909	646671	6104	1035307	48606	1679087	62398	67873	104734	1542144	1216688	59471	16827	67113	981724	346264	29255	1551400	1680972	1690907	1265494	1676717	113342	1528976	55485	1425034	1198360	193254	73352	40388	660812	1678912	31568	389746	29258	4647	323174	1679309	108133	18471	25765	245584	1612671	357089	1614215	1508858	26323	45309	33854	363837	767211	1628832	8159	165007	1679028	28399	109266	66795	34622	71610	831374	424023	40477	1691525	1120843	1267081	89123	1557174	35626	1679883	924981	458880	38660	152989	55616	1691524	29061	698034	1562419	337813	63704	149067	20499	101231	42160
ERR4836966_bin.3	6824	0	7656	5011	0	795880	3064	286	93389	238	1519	106	0	1709	272971	8156	1360	5178	902	3227	1543	146	12130	10445	0	37393	4910	0	3895	982	2266	3318	7000	4848	5331	4946	2143	8983	763	138531	3277	45969	0	150	8126	5551	3133	17958	4736	840	4443	2609	274	871	170608	74059	1167	202	5261	787	2251	400	3572	432336	831	5798	0	8064	3146	2600	7070	1759	676	1851	0	237922	767	7148	0	125675	8821	13888	0	0	217599	1818	20374	6999	5416	8889	4814	2083	2873	2738	59200	496	8436	5588	246928	302	6834	8621	6128	6174	11559	0	0	4519	975	4067	2614	255	7106	317	2768	8445	490188	3765	4069	96184	679	887	4087	6482	291	50129	1072	4500	3875	13989	7966	44745	3761	2357	343	8736	4162	13945	2534	253	5025	4690	4028	10911	5501	4662	358	2882	54848	0	7354	374	17200	3027	0	4197	0	3757	3414	18429	0	4985	8565	251444	17037	3182	0	0	103930	4475	8439	355624	22690	3851	11689	2189	12065	5489	6851	0	2793	2174	5646	21651	6828	838	0	6874	0	0	9805	32706	0	7338	149	17522	364	21841	566349	9022	4618	271	4085	362636	102	4060	5467	0	0	771892	16301	2766	6890	13881	14442	244	67437	2551	0	1246	2595	3397	4102	1024	3636	4529	195	21373	2791	145	0	976047	72227	0	63489	148	490551	14628	111	2998	0	22934	0	363	4537	0	3801	3141	0	4601	4354	37314	4941	150	4245	0	3884	335	8992	0	0	7502	12764	3155	1802	368429	150	1467	258	8750	7954	3795	291623	422368	0	134784	4141	24181	0	448	89872	152203	4360	19785	2922	3043	11388	1311	75974	4840	2096	0	4497	458	404	8335	0	0	3676	439	554	5470	4253	0	738	0	0	761	4645	113	2146	4607	97214	1362	0	5523	0	729258	4454	11079	7820	4527	0	17244	8677	2457	162	2896	4075	154757	9130	482	2370	10299	1399	9065	2132	0	5090	7382	0	2283	9291	0	0	5106	7627	7567	18254	9239	3690	9215	3078	5505	3513	4312	5903	6227	7192	0	6035	4504	3043	197	0	149	25327	7424	33831	14135	184670	703	105	3409	13374	7260	4130	10007	2888	7051	4581	150	122	379464	5923	0	6036	600	4057	3152	1876	112	8197	0	4055	1294	15785	2030	230	3998	224	915	1113	34890	4571	2500	5981	7191	6487	15943	3238	7041	388178	2167	8720	4107	65576	6788	145283	211437	300	6775	610	2828	4988	5294	107213	649702	5632	0	0	7264	8155	1360	1231	9751	262239	25558	2652	13723	581	4180	1285	69389	0	9201	6042	10097	3742	978	1007	7207	1750	2826	20178	526	39031	3597	6354	770090	5871	4868	0	4927	0	300	1987	0	0	2295	5433	321	1343	0	902	1786	654	6411	6844	11167	4759	96544	8505	118249	0	4653	59655	7660	0	4004	4252	42007	439	1632	122	10931	1181	125	3064	4815	0	7463	5675	3217	1037	4712	19020	3421	1078	149	0	797	3191	8601	0	150	576	2449	393	9369	4600	26428	137328	2214	0	1008	0	1960	150	5834	9571	8465	3821	2464	10035	4970	19835	0	0	534428	1182	0	5418	0	0	3379	637	2795	759	4660	149	2662	1485	3243	0	12050	5472	6096	0	1701	4313	853	54500	28085	1310	13123	4042	127931	92278	2129	29637	101	7394	6148	0	743	408	0	91333	1904	342	0	0	10592	8084	11955	3248	740	0	4784	0	670	52079	48110	979	939281	268	149	103	1064	17517	6431	15319	2899	5894	7171	507019	5300	5170	1608	0	3985	0	684	458	1075	2299	306	3178	554	2521	2855	1510	7829	613	646	3491
ERR4993382_bin.39	14366	8868	1351750	872270	12374	1532030	1266230	9332	1178651	7471	834818	3507	9626	718479	1303925	1290149	429994	1515673	29468	360177	46443	1148604	1527697	1510479	9054	1373298	210945	13190	449404	93356	246166	1515942	1177516	25910	1033182	11879	14079	343491	101379	759143	1570507	1529923	2072	42551	32383	16476	56134	1418479	13103	13575	1308100	12151	23748	1283416	16738	1071603	642586	7696	1435401	135976	4085	16988	10822	1385372	42627	479419	1599	1509473	1519708	943130	330689	33928	43068	997888	4180	871100	8425	79712	4098	1080115	1486206	1538872	4870	5538	1554505	600469	122064	1439582	13977	1066073	1327304	38326	79346	1105809	1448719	859848	1563771	1565761	114428	1400703	1323442	1241960	386428	6686	1576415	9262	5425	63383	43311	102031	72136	13995	1513406	9307	81765	1508035	1558491	1562415	10187	805550	582755	5206	233837	1532228	954100	1208262	242546	717401	7259	771666	837044	1258829	919094	1268803	126012	447563	1533987	315807	588208	6427	1386305	39967	370359	1404272	657206	79391	17573	278760	308575	24125	29499	49587	44850	55426	0	1218855	4628	394642	1444783	1048544	8502	258552	33986	845410	1097402	633797	13548	3118	280464	13007	1130447	1230483	497193	152230	1494001	93527	1530324	720076	1431964	0	1073467	342162	25087	1535231	1158517	409109	18632	137888	141	38805	916606	508568	2753	1096231	51170	1461363	15399	1458765	619206	705869	210362	73971	42222	1497288	9486	291581	1202598	1752	3449	1102017	1572455	591666	293782	826056	977032	27295	1471134	196177	2810	219967	1101028	4966	783561	80484	1041376	480410	21332	1211916	1565609	13572	2587	1454043	1567063	9107	311377	5533	743933	1513854	18357	1301935	11501	1101406	18335	8128	17813	12532	654949	48808	12150	131485	261165	523094	48624	23030	41522	3226	397700	8237	1566494	31539	6455	123813	607746	12078	39948	750031	49558	478639	56155	1526394	1247289	857274	1295051	1448937	1564406	799769	1552759	854462	3413	7503	1538398	1479586	25291	1474794	386785	1399842	791906	42659	1294069	955497	34403	600	11603	9971	18978	412442	15437	4212	1548535	111496	52954	1528795	108286	20674	1417936	6492	4616	6823	23680	11666	17966	696804	884360	514408	2801	72769	25069	312076	502452	1576445	1475284	667841	5236	1546075	793815	625453	103301	1561077	955754	1001506	1010587	1490075	340324	869143	26076	1453262	1316442	3452	1168224	1084338	117741	539164	1575758	67869	1605	63643	1537500	247357	1570679	1227816	877185	1586136	30007	1569937	90241	819038	538625	1567250	1213845	16255	1474165	27261	800015	4443	23590	19904	1522257	1425159	140187	1586311	112630	74528	14769	150148	1586406	75246	855142	292088	1554716	1394025	619419	30521	6343	1437332	1370683	4793	904961	35506	612201	361496	309137	7556	1258921	12688	843599	28825	568559	46731	6444	32760	13094	89923	55485	1448645	1004334	9496	1020339	472078	377279	1187306	15922	1091796	1558257	64812	200955	290418	337562	530520	1406483	1462532	74902	1556583	3537	134659	1494886	1499759	1574391	1583574	30267	0	11245	935192	1506305	150478	18012	1516107	1502708	103401	904513	1572243	134616	117060	61066	1464515	25196	1566426	14360	133768	110448	110780	579701	1250095	1500520	1280538	1387460	243842	1330485	662614	1563962	1071635	454909	7645	1851	489232	17571	21523	11675	63733	0	770928	1037197	22228	9372	14987	292244	532245	1487112	316816	267049	663634	1516008	1033622	1452367	1421871	144	1341207	8262	1365612	7624	112251	889720	1336049	17221	96814	8746	1416786	134139	184870	1538868	602148	12915	369241	11025	16838	169669	1384163	457876	619748	26289	7236	7321	34477	318650	1478767	7524	7537	12595	7437	36513	1440453	1549406	1410330	474635	665796	5807	328184	6954	54280	37902	28817	16504	1456887	13368	338886	746437	840867	844174	3256	0	868476	40035	21856	41577	112698	503	1269027	101680	38449	41906	554051	34635	977669	155252	115791	300	885979	43605	700736	3609	300018	1435234	44325	1491790	1468679	15119	1512226	1015814	531097	1455549	7560	723820	5579	705721	47285	3249	62276	861614	1435	490179	72595	19192	4715	5389	1429863	309539	59446	30840	1504262	7035	376186	2276	1569837	1527889	28394	264468	1322546	7854	3527	111732	4969	62413	14344	1505078	144948	15531	1334572	1469993	1584624	1221040	293518	12477	968960	9898	36700	5698	1192890	1451248	13700	9864	39988	438044	22464	29655	1384739	257437	36682	225482
